sentiment,text,label
negative,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back ,neutral
negative,@JinxCat Unlike my sister...I still don't have one ,neutral
negative,cant sleep  she wants to dream!!,neutral
negative,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. ",neutral
negative,I had such a nice day. Too bad the rain comes in tomorrow at 5am ,negative
negative,So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,neutral
negative,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.",neutral
negative,"getting sick  time for some hot tea, studying, and then sleeeep",neutral
negative,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,neutral
negative,"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats ",neutral
negative,Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,positive
negative,@supersport I miss my buddy  ill be in NY on the 25th,neutral
negative,Sleep time.  Tomorrow is gonna suck ,neutral
negative,"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  ",neutral
negative,Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,positive
negative,our duck and chicken are taking wayyy too long to hatch ,neutral
negative,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,negative
negative,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. ,neutral
negative,@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,neutral
negative,"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",neutral
negative,@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,neutral
negative,@aaronrva is in the bathroom and i have to pee!    ,neutral
negative,Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,negative
negative,"feeling lost, naked and confused (JK, sort of).....no iphone for me. ",neutral
negative,@Wyldceltic1 He has Karate tournament in 8 weeks  ,neutral
negative,Just heard that they found Sandra Cantu... She was only 8 yrs old ,neutral
negative,Twilight didn't come yesterday  fingers crossed for today,neutral
negative,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!,neutral
negative,massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,positive
negative,@taliasunset rock band is hard..on expert!!! ,neutral
negative,Aaaaand the nausea is back. ,neutral
negative,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(",neutral
negative,is alone downstairs...working ,neutral
negative,@phlaimeaux where are you? ,neutral
negative,Can't sleep again ,neutral
negative,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.",neutral
negative,I want to be back in LA ,neutral
negative,@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. ,neutral
negative,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,neutral
negative,@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,neutral
negative,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ",neutral
negative,im soooo cold right now ,neutral
negative,Keeping my fingers crossed for my buddy    He is not feeling well.,neutral
negative,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,neutral
negative,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",positive
negative,Synching my contacts from my old mobile to iPhone. Import does not work well ,neutral
negative,sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off ,negative
negative,sleep soon... i just hate saying bye and see you tomorrow for the night. ,negative
negative,i hate to see the spartans so sad ,negative
negative,@HumpNinja I cry my asian eyes to sleep at night ,neutral
negative,Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,neutral
negative,@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people ,positive
negative,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,neutral
negative,@frago I hate you. I didn't need to see that. I need to call my therapist now. ,negative
negative,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.",neutral
negative,wednesday my b-day! don't know what 2 do!! ,neutral
negative,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache ",neutral
negative,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg",neutral
negative,http://twitpic.com/2y3cf - Filled with curry  the true indian in me is coming out,neutral
negative,"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah ",neutral
negative,i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,negative
negative,I'm really cold. I don't want to go to sleep yet but there's nothing to do ,neutral
negative,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore ",neutral
negative,"@FranzGlaus I know, just wanted to let everybody know what was happening  ",neutral
negative,@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,neutral
negative,I miss watching Rocko's Modern Life. ,neutral
negative,@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link ,neutral
negative,Thanks for bursting my bubble ,neutral
negative,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. ,negative
negative,tried to download tweetdeck but it wont download ,neutral
negative,@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,negative
negative,@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,neutral
negative,@alejandralei i dont think i can cause its my cousins birthday party ,neutral
negative,"bedtime, school tomorrow, and i still have no books  being broke suckssss",neutral
negative,I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ,neutral
negative,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",neutral
negative,monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken,neutral
negative,@heidimontag lol I kant believe cam got beat upp sooo embarasssiiiin ,neutral
negative,no! i lost a loyal ,neutral
negative,@chordsy - why am I the last to find out about these things? Like that you're on the twitter too. ,neutral
negative,The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most ,positive
negative,Opps.. As I said.. I still got one day remain and now problem come ,neutral
negative,@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,positive
negative,Also I shouldve Bern asleep an hour ago ,neutral
negative,"We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?",positive
negative,@stephenkruiser that's horrible  sorryto hear that.,neutral
negative,"@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky ",neutral
negative,Ugh....92 degrees tomorrow ,neutral
negative,"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone",neutral
negative,@nicolerichie I cried so hard when Matthew died ,neutral
negative,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.",negative
negative,Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! ,neutral
negative,"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work ",neutral
negative,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* ",neutral
negative,Poor Joshy is sick???   those damn tejanos!,neutral
negative,omg..its jst teusday ,neutral
negative,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too ,positive
negative,@bostongarden I miss bentley ,neutral
negative,"Coming down with a cold or bad allergies. Either way, I'm miserable! ",negative
negative,@HillyDoP  oH NO,neutral
negative,"@soillodge yes, it will be. it's only Monday ",neutral
negative,@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english ,neutral
negative,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,neutral
negative,@RumLover No! u supposed to be my date ,positive
negative,@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down ,neutral
negative,@faithgg45  this computer doesn't have shockwave...blah  no account yet,neutral
negative,@qweendassah no...he's still miss'n... ,neutral
negative,sad day: manu out for the season ,negative
negative,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff,neutral
negative,im sooo sad right now  i need a hug,negative
negative,Essay time.... ,neutral
negative,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.,positive
negative,Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but Iï¿½m drool for some swimming,neutral
negative,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",neutral
negative,"You know, I was thinking... I need money ",neutral
negative,day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. ,neutral
negative,sad that the 'feet' of my macbook just fell off ,negative
negative,@nomadicmatt mine is 1/10  how do you get it up?,neutral
negative,wednesday my b-day n don't know what 2 do!  ,neutral
negative,@thousand_miles no ,neutral
negative,@alydesigns i was out most of the day so didn't get much done ,neutral
negative,trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,neutral
negative,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,neutral
negative,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014,neutral
negative,@DonnieWahlberg ooh Iï¿½m excited and not even going 2 be there  long love YOUTUBE!,positive
negative,@reannaremick doesnt work on my cell  go to sleep! =P,neutral
negative,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. ,neutral
negative,Behind on my classes for work ,neutral
negative,Fraking app store is pissing me off   http://tinyurl.com/c4ooho,negative
negative,A little sad ,negative
negative,@stephenkruiser So sorry to hear about your dog. ,negative
negative,"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",negative
negative,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,negative
negative,Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo,negative
negative,wants to cry ,negative
negative,Dammit... I need to stop buying furniture ,negative
negative,@kameelahwrites &lt;33 codez....they've been MIA tho ,negative
negative,i miss kenny powers ,negative
negative,@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,negative
negative,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. ",positive
negative,vacations makes me feel sick! ,negative
negative,Sorry for the next tweet... ,negative
negative,It was a sleepless night ,positive
negative,"I totally have like...  four girl options, and none of them seem viable ",negative
negative,@huntermoore I don't want him to ever punch me.  ,negative
negative,@MeLaMachinko now i feel bad for unfollowing. ,negative
negative,Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,negative
negative,@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office ,positive
negative,Turtles are better than my Mac - lasts longer and moves faster ,negative
negative,i don't see the big deal with this website ,negative
negative,Any chance  Softbelly (for @MTUB) isn't loud? ,negative
negative,Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. ,negative
negative,My nap was interrupted so many times today  Going out for Japanese with the 'rents again...,negative
negative,@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd ,positive
negative,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ",negative
negative,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now.",negative
negative,"Omg the hills! Then I love money2, aww I think becky buckwild goes ",positive
negative,In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam,positive
negative,@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week ,negative
negative,@JonathanRKnight I guess that's a no then. ,negative
negative,@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,negative
negative,has a huuuge headache! omg I feel like crap! ,negative
negative,@Poohpot lmao im sorry poohpot i ate it all! ,positive
negative,too worried and tired to post tonight ,negative
negative,@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot ,positive
negative,@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather ,negative
negative,Listening to Bjork's All is full of Love... crying ,negative
negative,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,positive
negative,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project.",positive
negative,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....",negative
negative,Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t,negative
negative,Grr not down to go to school today ,negative
negative,"has 0g of milky bar left, and around 200ml of coke ",negative
negative,seriously needs to finish these job applications ,negative
negative,Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. ,negative
negative,@birutagme yeah  it was really depressing... stuff like that gets to me,negative
negative,@nicolerichie OH MY YES!! i miss ,negative
negative,it is really cold ,negative
negative,watching old videos of dance team and such... makes me miss it  ,positive
negative,So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though ,positive
negative,@kissability Me too I is poor ,negative
negative,I don't get statistics!  Its all a bunch of mumbo jumbo for me.,negative
negative,this week is not going as i had hoped ,negative
negative,some1 hacked my account on aim  now i have to make a new one,negative
negative,@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,positive
negative,spring break in plain city... it's snowing ,negative
negative,@breadandbadger Congrats!!  i totally forgot to submit photos ,positive
negative,Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,negative
negative,@ashleyskyy but I wanted a margarita too! ,negative
negative,I need a hug ,negative
negative,is missing playing my trumpet ,negative
negative,@twista202 I think I want to read some books but the library doesn't have them ,negative
negative,ugh horrible ending to the sandra kantu story  prayers go out.,negative
negative,"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",positive
negative,@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,negative
negative,jealous of my friends who got to see the new Star Trek film in Austin tonight. ,negative
negative,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,positive
negative,My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now ,negative
negative,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?,negative
negative,Crap. I need more dresses too. ,negative
negative,"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",negative
negative,"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty ",negative
negative,Think I'm going to bed. Goodniight. I hate this ,negative
negative,Mad tired today... Callin it in early tonight  nighty night twittas,negative
negative,@stephenkruiser I am so sorry to hear that!  Take care!,negative
negative,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,negative
negative,I don't want to walk home in this snow. Who wants to pick me up? ,negative
negative,Just watched tropic thunder. Dreading tomorrow ,negative
negative,"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",positive
negative,Damm back to school tomorrow ,negative
negative,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!",positive
negative,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?",negative
negative,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday ",positive
negative,"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. ",negative
negative,And somehow I still end up in this place ,negative
negative,"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",negative
negative,"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",negative
negative,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... ,negative
negative,I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me ,negative
negative,Car show season has started without me ,negative
negative,Logging out. I need to study.... ,negative
negative,@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:,positive
negative,"Wrote exactly three lines of dialogue tonight, then gave up. ",negative
negative,@B_Barnett I did not really see that coming ,negative
negative,WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,negative
negative,why is it always the fat ones?! ,negative
negative,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. ",negative
negative,"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",negative
negative,@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,negative
negative,Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it ,negative
negative,@mattycus  *cry* ,negative
negative,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY.",positive
negative,"Photoshop, I hate it when you crash ",negative
negative,@syekr is myki really horrible? ,negative
negative,@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL! ,positive
negative,"Another early morn with the Duchess, although she hadn't managed to cross her legs this time ",positive
negative,@marieclr I was serious  LOL,positive
negative,We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... ,negative
negative,"@Snick_the_Dog If Izzy's on the cat tree, she'll stare him down, but if she's on the floor, he chases and she runs. ",negative
negative,i might break down and eat some buffalo wings tomorrow ,negative
negative,Nw more confused then ever! ,negative
negative,@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite ,positive
negative,@msdrama hey missed ya at the meeting  sup mama,positive
negative,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha",negative
negative,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! ,negative
negative,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,positive
negative,wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night,negative
negative,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??,negative
negative,Too much internet. How it plagues me ,negative
negative,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",positive
negative,@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago ,positive
negative,@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can,positive
negative,@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3,positive
negative,fuck omg  austins always there though man &lt;3 love you,positive
negative,"@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!",positive
negative,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence ,negative
negative,Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  ,negative
negative,my little pinky finger hurts so much.. ,negative
negative,"im lonely  keep me company! 22 female, new york",negative
negative,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  ,negative
negative,@chriscantore congrats! I'm totally jealous! only wish my XM was working ,negative
negative,"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... ",positive
negative,I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to Boba ,negative
negative,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ",negative
negative,Is pissed off that there's no ASBA's for a radio station. ,negative
negative,I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad ,negative
negative,I hate when I have to call and wake people up ,negative
negative,i really hate how people diss my bands!  Trace is clearly NOT ugly!,negative
negative,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,negative
negative,@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx,negative
negative,gross i have a pimple ,negative
negative,sooo sick of the snow  ughh,negative
negative,i miss my ex soo much ,negative
negative,@mykele sayyyy whaaaa? I wasn't invited... ,negative
negative,"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",negative
negative,@miss_om Aww  I know I felt like that yesterday at work ,negative
negative,@kalichosich awww poor puppy is she ok? ,negative
negative,"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family.",negative
negative,just finished watching the movie Prayers for Bobby. Broke my heart ,positive
negative,No phantasy star yesterday  going to work...,negative
negative,@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! ,positive
negative,@jillianfish tweet something damn it!  and hang out with me please? ,negative
negative,got highly bored today scanning 24 pages for daddy. Had to do it! ,negative
negative,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...,negative
negative,ChiefDelphi is down ,negative
negative,"iLearn is down and out, great considering finals are this week... ",negative
negative,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?",negative
negative,"So... Tired... God I hate the new job, and only two days in ",negative
negative,I can't take this heat! It's like an oven in here. I feel sick nwo ,negative
negative,Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,negative
negative,came back from running and took a shower...why does my lower stomach still hurt after exercising? ,negative
negative,watching Fallon with mom and working on a project...school is hard ,negative
negative,they killed off a character on one of my favorite shows and now i'm upset ,negative
negative,"i dont want to believe what im reading...buu,so sad ",negative
negative,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good ,negative
negative,not feeling v good abt myself ,negative
negative,My thoughts are with Sandra Cantu's family at this difficult and sad time ,positive
negative,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)",positive
negative,"Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and ",negative
negative,Still 3 more days until my Internet gets uncapped ,negative
negative,laying in bed with no voice.. ,negative
negative,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,negative
negative,the angel is going to miss the athlete this weekend ,negative
negative,@Sara_Kate Im afraid too  ( ur reply about uni from ages ago,negative
negative,i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah,negative
negative,@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. ,negative
negative,home for spring break. no one is home tho ,negative
negative,"I wanna rock a Maxi dress @ Coachella, but lacking funding ",negative
negative,@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ,negative
negative,White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp,negative
negative,is in love with scrappy and is missin him already ,negative
negative,"All my tweets are already gone, aren't they  Missed you guys tonight.",negative
negative,Why can't I sleep like her  http://twitpic.com/2y3ty,positive
negative,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget ",negative
negative,"http://twitpic.com/2y2yi - I love you, Buck. ",positive
negative,@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke ,negative
negative,@misterphipps you cooked risotto without me!!??? ,negative
negative,@hellivina I miss 'em too. ,negative
negative,@RachelCmrn I don't like goodnights ,negative
negative,@heidimontag why do you put up with him!!!!!  You should listen to your mom ,negative
negative,@redvinylgirl my mom has it. I wish you the best of luck ,positive
negative,couldn't get shit done today ~ i'm so screwed ,negative
negative,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie ,negative
negative,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail ,negative
negative,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail ",negative
negative,@mandayyy ,negative
negative,is really sad and doesn't really know y!!??!!! ,negative
negative,i think my arms are sore from tennis ,negative
